GradientBoostingClassifier_Client_0,GradientBoostingClassifier_Client_0_proba,GradientBoostingClassifier_Client_1,GradientBoostingClassifier_Client_1_proba,DecisionTreeClassifier_Client_2,DecisionTreeClassifier_Client_2_proba,LinearDiscriminantAnalysis_Client_3,LinearDiscriminantAnalysis_Client_3_proba,RandomForestClassifier_Client_4,RandomForestClassifier_Client_4_proba,GaussianNB_Client_5,GaussianNB_Client_5_proba,true_label
9,0.8786770583974327,9,0.9300744631891554,4,1.0,9,0.9031629538640406,9,0.93,6,0.9937468569812646,9
9,0.8606795057160952,9,0.8724367977669525,9,1.0,9,0.9551167491453671,9,0.9,6,0.997118418115961,9
9,0.9269786058199636,9,0.9521613092988619,9,1.0,9,0.9827784250445023,9,0.91,6,0.9994016551804288,9
9,0.9137113028152295,9,0.9710444643570063,9,1.0,9,0.9893198444467657,9,1.0,6,0.9997210492048512,9
9,0.7514343768791557,9,0.7597387636557891,2,1.0,9,0.8091572571363239,9,0.6,0,0.5995163724554224,2
9,0.946864494555869,9,0.8840864737694392,9,1.0,9,0.9233168810257308,9,0.66,6,0.9994675477467718,4
9,0.9589515413566139,9,0.9781896149645014,9,1.0,9,0.9904131251655778,9,0.98,6,0.9575767956138284,9
9,0.9587109620347214,9,0.9442598336726165,9,1.0,9,0.987296334118152,9,0.98,6,0.9995949151156039,9
9,0.9553994124675003,9,0.9784902877277768,9,1.0,9,0.9717776468952839,9,1.0,6,0.9618864444240343,9
9,0.7766093075179268,9,0.5071008824121341,9,1.0,9,0.47422027067423883,9,0.9,6,0.9967300461207137,9
9,0.9208117512860053,9,0.9705770362403285,9,1.0,9,0.9850502304433467,9,0.97,6,0.995860011548385,9
9,0.930163477038747,9,0.9049990183741209,9,1.0,9,0.9804101970334257,9,0.96,1,0.3694485168433976,9
9,0.9276769517122007,9,0.9061338019473091,9,1.0,9,0.9860627860612027,9,0.95,6,0.5086227449085793,9
7,0.9498137193966495,7,0.9990737945426575,7,1.0,7,1.0,7,0.8,7,1.0,7
9,0.911561819334099,9,0.9627718243201343,9,1.0,9,0.9839633230322564,9,0.97,0,0.9675692110886985,9
9,0.8258977715157203,9,0.8845063222655868,9,1.0,9,0.9329445426392751,9,0.9,6,0.8777618443412775,9
9,0.8405145202717093,9,0.8246809084022042,9,1.0,9,0.8557511425523217,9,0.85,6,0.9994204949366291,9
9,0.6885159332719063,9,0.9292897948323314,9,1.0,9,0.968049894700591,9,0.71,6,0.9996992104247842,9
9,0.9212660792452,9,0.9675873701738998,9,1.0,9,0.9062347370670547,9,0.83,6,0.9964661453870696,9
9,0.9458228900078965,9,0.9912487936062075,9,1.0,9,0.9880321890224367,9,0.98,6,0.9773976730692118,9
9,0.8950350395233783,9,0.9584699122911271,2,1.0,9,0.8011675413399353,9,0.98,6,0.9969392815645536,9
9,0.9310480383199075,9,0.9708561937480275,9,1.0,9,0.9762043424210614,9,0.89,5,0.7045066147583048,9
9,0.941345164076927,9,0.945041931105667,9,1.0,9,0.9826616045241644,9,1.0,5,0.3543414697462786,9
9,0.9602225057066222,9,0.980026548275977,9,1.0,9,0.929386394002123,9,0.99,6,0.997528166084659,9
9,0.9381992302031431,9,0.9568521794241508,9,1.0,9,0.993160706039677,9,0.97,6,0.9996620899621751,9
9,0.9283359515109229,9,0.9594195910222854,9,1.0,9,0.9699791623924644,9,0.95,6,0.9995946030878312,9
9,0.743955089744392,9,0.8902571899268877,9,1.0,9,0.8538495668924472,9,0.82,6,0.9997000334789167,9
9,0.9441638033687715,9,0.9570331526037741,9,1.0,9,0.998449828236814,9,0.93,6,0.9997488598570813,9
9,0.8888370616185745,9,0.9463714416243122,9,1.0,9,0.9753018171632332,9,0.97,6,0.9773808356088058,9
9,0.8244516532205062,9,0.8569312876153874,2,1.0,9,0.9360085474766965,9,0.89,6,0.9997179298839014,9
9,0.8557435760291533,9,0.8161266906155126,9,1.0,9,0.9076088112945654,9,0.81,6,0.9390030133162176,9
9,0.8813330994706042,9,0.9107566663507985,9,1.0,9,0.9387283868479837,9,0.9,0,0.30874557335064595,9
9,0.9577409862827648,9,0.9854085189216713,9,1.0,9,0.9800711834258081,9,1.0,6,0.9976830212282358,9
9,0.8687002721886153,9,0.8906648316197636,9,1.0,9,0.9628410710079774,9,0.94,6,0.8862798238878218,9
9,0.9542328804414618,9,0.9737410596894687,9,1.0,9,0.9605110144422577,9,0.96,6,0.9995656963440442,9
9,0.949968366970873,9,0.9722117240256223,9,1.0,9,0.9490939330616768,9,0.95,6,0.9983563772333544,9
9,0.9517215331932279,9,0.973871956319406,5,1.0,9,0.9769748139249574,9,0.99,6,0.9979267724857549,9
9,0.94997200062899,9,0.9821515756442142,5,1.0,9,0.9927580292099935,9,0.98,6,0.8726740059583314,9
9,0.8809758369105937,9,0.8620223473411183,2,1.0,9,0.5130250881382027,9,0.84,6,0.998661468216704,9
9,0.8816501513718106,9,0.7876916093563024,4,1.0,9,0.9715245839941626,9,0.83,6,0.9988784435710754,4
9,0.9642029409537421,9,0.9849418344121048,9,1.0,9,0.8730507217015713,9,0.98,6,0.9952385254427646,9
9,0.6708543944548545,9,0.8885020841121296,9,1.0,9,0.9539007380295416,4,0.71,6,0.9994406119822048,4
9,0.9344612431990005,9,0.9459366475857642,9,1.0,9,0.9895660120056854,9,0.92,6,0.9850057215435202,9
9,0.8023840127689231,9,0.915741495349537,9,1.0,9,0.9336433174435252,9,0.85,6,0.9993660065011296,6
2,0.5414522947635887,9,0.38882492810682406,2,1.0,2,0.9999546626899574,2,0.45,6,0.9996053694776857,2
9,0.852973881926254,9,0.9185407364054391,9,1.0,9,0.8854635275285274,9,1.0,6,0.9208943594416423,9
9,0.950903016756287,9,0.9712288643953519,9,1.0,9,0.9835755746627746,9,0.99,6,0.9816998892441084,9
9,0.9513124358827323,9,0.9704965998556201,9,1.0,9,0.9816594118250208,9,0.97,3,0.5401108105735649,9
9,0.913877426050798,9,0.9393734590380628,9,1.0,9,0.9590358950853805,9,0.87,6,0.9994010929999226,9
9,0.7957556658229086,9,0.8956103934738049,9,1.0,9,0.6284752293576604,9,0.87,9,0.9865129764012748,9
9,0.9396465278319388,9,0.9601361632443411,9,1.0,9,0.9804094556547107,9,1.0,6,0.9973127822183059,9
9,0.934844147225535,9,0.9659625856272472,9,1.0,9,0.9880468221980845,9,0.89,0,0.9696308074983334,9
9,0.8961611849519826,9,0.924549566901517,0,1.0,9,0.9422578630477872,9,0.76,6,0.9996283760810708,9
9,0.8687273792112753,9,0.8815446647712384,9,1.0,9,0.7778543847234798,9,0.72,6,0.9971548053167847,9
3,0.626959118496148,8,0.5181466145599889,3,1.0,8,0.8170319072995135,3,0.82,3,0.99980751952182,8
9,0.8175064442180795,9,0.7924677410986581,2,1.0,9,0.9508209904167131,9,0.93,6,0.9274769952230042,9
9,0.3707982189091401,1,0.6158184272154101,1,1.0,1,0.9999653201696164,1,0.56,3,0.9949429321024864,1
9,0.8767803390821086,9,0.8536680837563472,6,1.0,9,0.9045342117512386,9,0.83,6,0.9960125001479689,9
9,0.9138937216016305,9,0.9429812832507521,9,1.0,9,0.9597123258905155,9,0.96,6,0.6592934762066618,9
9,0.9469734407677957,9,0.9755899996959447,9,1.0,9,0.9857550708673047,9,0.99,0,0.9415076276945666,9
9,0.8819622625445073,9,0.9713126824881669,9,1.0,9,0.9263914699266016,9,1.0,4,0.9987392867429495,9
9,0.5800415815042653,5,0.5016010132368002,9,1.0,9,0.5852302295485802,5,0.37,6,0.9976209811561486,5
9,0.9345612138544482,9,0.9820064985803059,9,1.0,9,0.9726848309440814,9,0.91,9,0.618777697480562,9
9,0.9626731037038989,9,0.9658495552404208,9,1.0,9,0.9758473506161958,9,1.0,6,0.9024914188958834,9
9,0.534415816394163,9,0.7771866488048106,1,1.0,1,0.9999868041040959,1,0.82,6,0.999429223230886,1
9,0.9570652473213345,9,0.9705064776485935,9,1.0,9,0.991101152560581,9,0.99,6,0.9996400716473459,9
9,0.8829061325802131,9,0.8257739717200706,9,1.0,9,0.9732687988454201,9,0.98,6,0.9993378690798502,9
9,0.943659289576044,9,0.9760373505122505,0,1.0,9,0.9653813128651472,9,0.95,6,0.9909025007994072,9
9,0.8653267233000179,9,0.9109577882154045,9,1.0,9,0.9557626158824147,9,0.97,6,0.9993463398063653,9
9,0.9437127269439576,9,0.9686926560391964,9,1.0,9,0.9750240423237237,9,0.84,6,0.9994201863610223,9
9,0.938039205889589,9,0.9219125363888914,9,1.0,9,0.9813349843578602,9,0.98,6,0.9995035365122709,9
9,0.7484817659752268,9,0.8968772497674302,9,1.0,9,0.8257791135487292,9,0.85,6,0.9960252157677361,9
9,0.6789596644166461,9,0.732296154691675,4,1.0,9,0.8975236459686969,9,0.61,6,0.9417502951056025,4
9,0.9314492255446932,9,0.9502811420153598,9,1.0,9,0.9845172836952466,9,0.98,6,0.9996704273078993,9
9,0.959606082245707,9,0.9716459551390376,9,1.0,9,0.985219000696279,9,1.0,6,0.9996906332155757,9
4,0.5331121889542352,4,0.8976239370817871,4,1.0,9,0.943137981084556,9,0.85,6,0.6097290723583935,4
9,0.9290099306096128,9,0.8945808894329853,9,1.0,9,0.9516376698031519,9,0.73,6,0.999285524189844,4
9,0.9163082245188717,9,0.9564099977696177,9,1.0,9,0.9515129758789191,9,0.98,6,0.7794301225003023,9
9,0.9563056356511904,9,0.9764516400316381,9,1.0,9,0.9859501026572521,9,0.98,6,0.8459706011143907,9
9,0.8250266026659827,9,0.7512512117793361,9,1.0,9,0.9479363582598983,9,0.92,6,0.9752171225215569,9
9,0.8814622064776229,9,0.9378258101415106,9,1.0,9,0.9828106577507184,9,0.95,0,0.5326082197942297,9
1,0.5866893396346676,1,0.6689166231765129,1,1.0,1,0.8647116324566447,9,0.82,6,0.9984011753718728,9
9,0.8889419444251869,9,0.5860460501409339,6,1.0,9,0.9599903392822915,6,0.76,6,0.9979615639867547,6
9,0.8793203028293564,9,0.9163186697002108,9,1.0,9,0.9663483060113277,9,0.93,6,0.9988214639999707,9
9,0.9487126923301629,9,0.9631898123360905,9,1.0,9,0.9815090677992878,9,0.81,6,0.999683733605807,9
9,0.9467406355716279,9,0.96812688384501,9,1.0,9,0.9719736367350493,9,0.77,6,0.9993551678714476,5
8,0.5445834337671969,8,0.8362170011024481,3,1.0,8,0.7003409931217591,8,0.54,3,0.9998223472256342,8
9,0.886838295211502,9,0.9503332590492973,9,1.0,9,0.986373499646059,9,0.96,6,0.999357624534347,9
9,0.935039819613095,9,0.9086502684700427,9,1.0,9,0.9819779810221961,9,0.97,6,0.9989615444763842,9
9,0.9512853939993834,9,0.9724256956478992,9,1.0,9,0.9445974967302789,9,0.97,6,0.9330337761146117,9
9,0.954598786554087,9,0.9444094409926964,9,1.0,9,0.9635691322525511,9,0.96,6,0.9927035302977203,9
9,0.9432897321154433,9,0.8978056040864755,9,1.0,9,0.9350867788571028,9,0.97,6,0.9986079046255403,9
9,0.953941555979082,9,0.9799440103073358,9,1.0,9,0.9879233961972893,9,0.92,3,0.5705411239647963,9
0,0.6069114263018339,9,0.7829492820218771,9,1.0,9,0.5347124136168608,9,0.81,6,0.9997164429401051,2
9,0.8727538510977889,9,0.8781847526877298,9,1.0,9,0.9710821921591661,9,0.55,6,0.9992380835423081,9
9,0.8038680481635286,9,0.5789322150195533,9,1.0,2,0.5948227945049925,9,0.69,6,0.9969677218745225,2
9,0.9272564552156782,9,0.954680933259723,5,1.0,9,0.9695495264456615,9,0.9,6,0.9993341105328678,9
9,0.9467982997899345,9,0.9710341493269298,9,1.0,9,0.9922454891040146,9,0.98,6,0.999678094228106,9
9,0.881967397121628,9,0.9605280504644267,9,1.0,9,0.939748627155332,9,1.0,6,0.9994955208428555,9
9,0.9547872843045325,9,0.9280290707081653,9,1.0,9,0.9884147022490972,9,0.99,6,0.9998120010771185,9
9,0.885698457333972,9,0.8575880982845548,9,1.0,9,0.930824599122973,9,0.69,6,0.9961928000965995,4
9,0.883669831019161,9,0.9367961711550119,9,1.0,9,0.9098921563415491,9,0.78,6,0.9990905371009239,9
9,0.38472688832600005,4,0.7570785482014311,4,1.0,9,0.9523081355692502,9,0.39,3,0.6560157391765689,4
8,0.8916477397353619,8,0.7656518529054657,3,1.0,3,0.64674312170801,8,0.57,2,0.5443400795057218,8
9,0.932686688699046,9,0.955492013074402,9,1.0,9,0.9729287935802212,9,0.98,6,0.9955472686486398,9
9,0.8859809793312244,9,0.9228027995853377,9,1.0,9,0.9657116064774598,9,0.96,6,0.9978254821204808,9
9,0.9313302704289472,9,0.9473862558001048,9,1.0,9,0.9378402323029504,9,0.99,6,0.9984000957812188,9
9,0.9373319498388977,9,0.946702693184881,9,1.0,9,0.992073505513821,9,0.79,6,0.9977088668831036,9
9,0.9487509521764246,9,0.9705724476345494,9,1.0,9,0.9760661032652168,9,0.88,6,0.999558684478296,9
9,0.9540958584147705,9,0.9752917677653262,9,1.0,9,0.9866186784088852,9,0.98,6,0.9115140770934161,9
9,0.9383208303945173,9,0.9802333707066481,9,1.0,9,0.9914113938952941,9,0.94,3,0.45101085614009717,9
9,0.8718447274074163,9,0.9173664278580219,9,1.0,9,0.39434871293570106,9,0.86,6,0.995944227834026,9
9,0.9074122246799186,9,0.9274337891653928,0,1.0,9,0.9154468865655727,9,0.96,9,0.8126945751060423,9
9,0.9635029044656818,9,0.9857002863962248,9,1.0,9,0.971675093753233,9,0.98,6,0.9782561313789934,9
9,0.9462287767918316,9,0.9722320386096441,9,1.0,9,0.9718462601442378,9,1.0,6,0.9458839552535545,9
7,0.8623506038306251,7,0.9963362330547666,7,1.0,4,0.5776941233500507,7,0.76,6,0.9945694107665608,7
9,0.7816022883093204,2,0.6073588228393094,0,1.0,9,0.7376656656232886,9,0.89,6,0.8429548722938824,9
3,0.6687045874920255,3,0.7800741726642115,3,1.0,3,0.6749482001383157,3,0.91,3,0.9999703373430067,3
9,0.8415084408362699,9,0.8891801415500009,9,1.0,9,0.8786420881562832,9,0.93,6,0.9206501036693829,9
9,0.942309381173945,9,0.9724867856963144,9,1.0,9,0.9318201811867034,9,0.99,9,0.5436756557431268,9
9,0.9744457094123362,9,0.976694309608288,9,1.0,9,0.878761094708974,9,0.96,6,0.9989965423326155,9
5,0.9588409043800414,5,0.9969338085144176,5,1.0,5,0.9999998913289336,5,1.0,5,0.9999999844474134,5
5,0.9924258802580226,5,0.9844169038028328,5,1.0,5,0.9962838940291149,5,0.59,5,0.9995333573556571,5
9,0.7610272466794237,9,0.9391166860414228,9,1.0,9,0.9032705791247179,9,0.74,6,0.9996905884445483,9
9,0.9477914230212985,9,0.9749557845062462,9,1.0,9,0.9409682293564053,9,0.98,6,0.9164426649898543,9
9,0.9020630827855161,9,0.9263977808241887,9,1.0,9,0.9503672144763531,9,0.91,6,0.998577355833484,9
9,0.9239021822148096,9,0.9622699080744671,9,1.0,9,0.9857229225250983,9,0.92,6,0.9994632118152419,9
9,0.9032250014970458,9,0.9066000528865773,9,1.0,9,0.9413347335882084,9,1.0,6,0.9988288680992972,9
9,0.9745472561660397,9,0.9885366030892347,9,1.0,9,0.9569632768405667,9,0.93,6,0.9328116597964773,9
9,0.6019483712377964,9,0.582852499910238,9,1.0,9,0.9067451360212126,9,0.66,6,0.9977037309073666,4
9,0.8582616698612214,9,0.8868157315066468,9,1.0,9,0.9487784652649092,9,0.95,6,0.8755620285116388,9
9,0.5894604585961942,9,0.8943553339923447,4,1.0,9,0.8686955458094371,9,0.56,6,0.8600808827456679,4
9,0.9553874264795755,9,0.9741625961829166,9,1.0,9,0.9854862108471685,9,0.99,3,0.6061938601085716,9
1,0.9241419984057911,1,0.5956071191404692,1,1.0,1,0.9999643339157013,9,0.57,6,0.9975965259714122,1
9,0.8916105474781051,9,0.9089177753378795,9,1.0,9,0.9905255458467246,9,0.98,6,0.9199214186220454,9
9,0.8975422172578282,9,0.8920563120491477,9,1.0,9,0.9597226097421294,9,0.98,6,0.9995193766950409,9
9,0.950958550821077,9,0.9673959589917414,9,1.0,9,0.9908226658410962,9,0.98,6,0.9970027770078953,9
9,0.9518905857138664,9,0.9583387184846359,9,1.0,9,0.9260958647457643,9,0.96,6,0.9966032980322816,9
9,0.960436521236944,9,0.9807631024436213,9,1.0,9,0.9848238532062186,9,0.98,6,0.8298791899768554,9
9,0.9447886124850788,9,0.9545614006914459,9,1.0,9,0.9891528102337495,9,0.98,6,0.9991352262114578,9
9,0.9313128216261823,9,0.9050063700211091,9,1.0,9,0.7365347193741159,0,0.81,6,0.8706758311015338,0
9,0.9007481401744503,9,0.9515907834494719,9,1.0,9,0.9899254574069112,9,0.93,6,0.9997158156635108,9
9,0.8603132013969221,9,0.8936678475280097,9,1.0,9,0.8915122723101493,9,0.78,6,0.9972091543713829,9
9,0.9571433961804366,9,0.9722463692279235,9,1.0,9,0.9822321157521133,9,0.95,6,0.9992327098872555,9
9,0.9459336542200538,9,0.9652024552554319,9,1.0,9,0.9865714713790422,9,0.98,5,0.45217428885227967,9
1,0.6413658401675872,1,0.9856720264034382,1,1.0,1,0.9999979352186555,1,0.57,6,0.7642773082165734,1
9,0.9328814375819385,9,0.9519568226605981,9,1.0,9,0.8933832648432377,9,0.96,6,0.7578610254443937,9
9,0.9436468068905873,9,0.963440180291251,9,1.0,9,0.9000431781761561,9,0.96,6,0.9992283574393498,9
9,0.8689406602403632,9,0.8798947313036894,9,1.0,9,0.9435732563152721,9,1.0,6,0.9993454314089715,9
9,0.951781859659295,9,0.9823040970932228,9,1.0,9,0.8709212691341979,9,0.88,6,0.916886472445837,9
1,0.8899143525279763,1,0.9630934649057551,1,1.0,1,0.9999445990372224,1,0.69,6,0.9989709082972162,1
9,0.9000733824091678,9,0.7766520834773939,9,1.0,9,0.9668735128483781,9,0.9,6,0.9983427455816376,4
9,0.9081587622424854,9,0.94963715481318,9,1.0,9,0.9914118187802969,9,0.92,6,0.9982082164948818,9
9,0.9127326520854979,9,0.9600567243821838,9,1.0,9,0.9857872072636015,9,0.92,6,0.9989525391771772,9
9,0.919451150029077,9,0.9284895638353496,9,1.0,9,0.9953820026109889,9,0.61,6,0.9897738180691111,9
9,0.8918763156421172,9,0.9537540318398404,9,1.0,9,0.9714226210078458,9,0.95,0,0.9644399510651671,9
9,0.9551941055711561,9,0.9803170340842278,9,1.0,9,0.9867031737579959,9,0.97,6,0.9979056116128356,9
9,0.9612061925117635,9,0.9305108796744589,9,1.0,9,0.9642031039646336,9,0.88,6,0.9336128734739694,9
8,0.8231840198914453,8,0.9421561226744537,3,1.0,3,0.5883819663156271,3,0.55,3,0.9996306635892526,8
9,0.9567379657485838,9,0.9678849503997263,9,1.0,9,0.9597659856427548,9,0.95,6,0.996931980599085,9
9,0.9298459596747669,9,0.9483951117636417,9,1.0,9,0.9557035036155004,9,0.98,6,0.9996381654404867,9
9,0.9276318925375259,9,0.9484598767933592,9,1.0,9,0.968985755042366,9,0.88,6,0.999392890936929,9
7,0.9753470199406082,7,0.998536072701093,7,1.0,7,1.0,7,0.99,7,1.0,7
9,0.9175694502833792,9,0.9018415763589351,9,1.0,9,0.9050324741703695,9,0.85,6,0.9991034277747951,9
9,0.9139063286291662,9,0.9525709767136656,9,1.0,9,0.9814672542194568,9,0.97,0,0.9772317600842716,9
9,0.88584076448787,9,0.9225231119751887,9,1.0,9,0.9803814091772662,9,0.94,6,0.9988680426481507,9
9,0.9721365070141261,9,0.9863654567206801,9,1.0,9,0.9936633627641845,9,1.0,6,0.9094526650324052,9
9,0.7649600897173214,9,0.5159009884653187,4,1.0,1,0.9999999593590306,9,0.73,6,0.9874551725070719,9
9,0.8920113639575086,9,0.92497543681921,9,1.0,9,0.980789536256955,9,0.92,0,0.5498245362436035,9
9,0.930006573528101,9,0.9476902528752362,9,1.0,9,0.9606310554086898,9,1.0,6,0.9992252422843679,9
9,0.9334884026613546,9,0.9503594013246383,9,1.0,9,0.9548775383727087,9,0.94,6,0.8851062885083125,9
7,0.9732260867386536,7,0.9958054577756207,7,1.0,9,0.9540836320295049,7,0.83,6,0.9960874681356531,7
9,0.9210417133214124,9,0.940783180235143,0,1.0,9,0.9775697405090392,9,0.98,6,0.9994779858642973,0
9,0.9423112750763698,9,0.9676478111758235,5,1.0,9,0.8927264119167048,9,0.94,6,0.9994630336531661,9
9,0.9250362325552959,9,0.7889173629521148,9,1.0,9,0.9723691496716215,9,0.97,6,0.9988293407475892,9
