GradientBoostingClassifier_Client_0,GradientBoostingClassifier_Client_0_proba,GradientBoostingClassifier_Client_1,GradientBoostingClassifier_Client_1_proba,DecisionTreeClassifier_Client_2,DecisionTreeClassifier_Client_2_proba,LinearDiscriminantAnalysis_Client_3,LinearDiscriminantAnalysis_Client_3_proba,RandomForestClassifier_Client_4,RandomForestClassifier_Client_4_proba,GaussianNB_Client_5,GaussianNB_Client_5_proba,true_label,final_prediction,final_probability
9,0.931371918231359,9,0.8729532737803255,0,1.0,9,0.6927613924258834,9,0.92,6,0.928539087135506,0,9.0,0.931371918231359
9,0.9401586495019728,9,0.9755830840180304,9,1.0,9,0.969912184090394,9,0.95,6,0.7555033403118068,9,9.0,1.0
9,0.9008651945028514,9,0.9278853042131896,9,1.0,9,0.9705573918633468,9,0.95,6,0.999746819889778,9,9.0,1.0
9,0.8134485129856501,9,0.8800435108044783,9,1.0,9,0.9907112929352376,9,0.86,4,0.9999999998592556,9,9.0,1.0
9,0.9426910851024424,9,0.96441268175147,9,1.0,9,0.9609103105504812,9,0.95,6,0.9996650291715292,9,9.0,1.0
9,0.9528506495034804,9,0.968522244364804,9,1.0,9,0.9856953302953838,9,1.0,1,0.2516204464900272,9,9.0,1.0
9,0.9047204984075816,9,0.9531853954211292,9,1.0,9,0.9653462667127828,9,0.91,6,0.9974443585837292,9,9.0,1.0
9,0.8799138155353786,9,0.941893849665813,0,1.0,9,0.96580237401938,9,0.89,6,0.9982999739420618,9,9.0,0.96580237401938
9,0.9032412470443366,9,0.9529330590726406,9,1.0,9,0.9720060670373978,9,0.99,6,0.8867360464556404,9,9.0,1.0
9,0.9184425658420324,9,0.9666428661248112,9,1.0,9,0.9661563237198052,9,0.88,6,0.6211567256738619,9,9.0,1.0
8,0.4925187900008382,3,0.6044867699766051,3,1.0,3,0.5018100925831326,8,0.64,3,0.9996297610850008,8,3.0,1.0
9,0.8758987436853813,9,0.8779338294478092,0,1.0,9,0.7574601146793333,9,0.91,6,0.9697244425040632,9,9.0,0.91
9,0.914775431655726,9,0.943214303138602,9,1.0,9,0.9763162483078548,9,1.0,6,0.9981391844167556,9,9.0,1.0
9,0.9079538786859196,9,0.9657588019799556,9,1.0,9,0.9700435496562764,9,0.94,6,0.7003749822639882,9,9.0,1.0
9,0.8862978439824176,9,0.8846877230823006,9,1.0,2,0.6936215672540466,9,0.85,6,0.9981425055677466,9,9.0,1.0
9,0.9474157061116184,9,0.9363292307652058,9,1.0,9,0.7757567775845445,9,0.88,6,0.9996513677811328,9,9.0,1.0
9,0.9348783887709348,9,0.9445742821717574,9,1.0,9,0.9779964085128332,9,0.99,6,0.9996900992392732,9,9.0,1.0
9,0.8537809909222536,9,0.7727609679742388,9,1.0,9,0.7595964529060197,9,0.65,6,0.996501607318546,9,9.0,1.0
9,0.9401528613485968,9,0.951090462749841,9,1.0,9,0.9909576381999152,9,0.97,6,0.9995774589043308,9,9.0,1.0
9,0.9589258624986038,9,0.981673963425406,9,1.0,9,0.9436257183480908,9,0.98,0,0.9928873091924292,9,9.0,1.0
9,0.907086859739108,9,0.9236535075948202,9,1.0,9,0.9614524600212868,9,0.99,6,0.999124646964444,9,9.0,1.0
9,0.9160069069181488,9,0.831695216162277,9,1.0,9,0.7304766934248041,9,0.92,6,0.5927563827211058,9,9.0,1.0
9,0.830163912825464,9,0.7964013519241953,9,1.0,9,0.7930643495000541,9,0.85,6,0.999676168676198,9,9.0,1.0
9,0.9499624810029282,9,0.9417262295292208,9,1.0,9,0.904968667397829,9,0.9,6,0.9345072845444976,9,9.0,1.0
9,0.9026990870169428,9,0.9386322188049888,9,1.0,9,0.962228620436546,9,0.98,6,0.9984595395437657,9,9.0,1.0
9,0.9113250129153966,9,0.9533974861942994,9,1.0,9,0.9501921479062216,9,0.86,6,0.9938530372833204,9,9.0,1.0
9,0.9595963621452844,9,0.9742647140062952,9,1.0,9,0.976856346899119,9,1.0,6,0.9995834367851604,9,9.0,1.0
9,0.9602511011368507,9,0.9833586172475638,9,1.0,9,0.9451446782880848,9,1.0,6,0.9996153093777737,9,9.0,1.0
9,0.9657908649645106,9,0.9793986511954788,9,1.0,9,0.953833903521155,9,0.96,6,0.9308146389014648,9,9.0,1.0
9,0.9530127077787472,9,0.9735408633029972,9,1.0,9,0.989901157439168,9,0.95,3,0.5664380423549724,9,9.0,1.0
9,0.6634481146760747,1,0.5970778099512682,1,1.0,1,0.9999033831334364,1,0.52,6,0.9965399104304388,1,1.0,1.0
9,0.331581246097318,1,0.982348403795957,1,1.0,1,0.9999961212737626,1,0.3,6,0.52964899829573,2,1.0,1.0
4,0.6605381590869843,4,0.9709180333136508,4,1.0,9,0.9320066728659188,4,0.76,0,0.9770311580001668,4,4.0,1.0
8,0.6744941272910466,8,0.5954413647960883,8,1.0,3,0.5111620189375192,8,0.82,3,0.9995395404134227,8,8.0,1.0
9,0.8817993596344091,9,0.9375674274237652,9,1.0,9,0.9313481546409662,9,0.77,6,0.9993346264113984,9,9.0,1.0
9,0.9284526100765408,9,0.9709418173111096,9,1.0,9,0.9816761813883388,9,0.98,6,0.9992412156217768,9,9.0,1.0
9,0.8927098668369473,9,0.8999970350929133,9,1.0,9,0.9341077831556812,9,0.93,6,0.9176468847250968,9,9.0,1.0
9,0.9465017479063392,9,0.9470327020715512,9,1.0,9,0.988992423012665,9,0.85,6,0.9979929674604586,9,9.0,1.0
9,0.8798658641382894,9,0.934489122185586,9,1.0,9,0.7632293340073093,9,0.85,0,0.8439992940499604,9,9.0,1.0
9,0.9090185017662724,9,0.905751118877752,9,1.0,9,0.9705885520241498,9,0.85,6,0.995506152174065,9,9.0,1.0
9,0.8393555779494212,9,0.5684892036482492,9,1.0,9,0.861916143600004,9,0.96,6,0.9990613366217942,9,9.0,1.0
9,0.9546866413569726,9,0.9622493429340556,6,1.0,9,0.9320625558417692,9,0.9,6,0.9969428051557906,9,9.0,0.9622493429340556
9,0.9579973213559396,9,0.9755587830770356,9,1.0,9,0.8649311951660299,9,0.97,6,0.9994948456332756,9,9.0,1.0
9,0.8786770583974327,9,0.9300744631891554,4,1.0,9,0.9031629538640406,9,0.93,6,0.9937468569812646,9,9.0,0.9300744631891554
9,0.8606795057160952,9,0.8724367977669525,9,1.0,9,0.9551167491453671,9,0.9,6,0.997118418115961,9,9.0,1.0
9,0.9269786058199636,9,0.952161309298862,9,1.0,9,0.9827784250445024,9,0.91,6,0.9994016551804288,9,9.0,1.0
9,0.9137113028152296,9,0.9710444643570064,9,1.0,9,0.9893198444467656,9,1.0,6,0.9997210492048512,9,9.0,1.0
9,0.7514343768791557,9,0.7597387636557891,2,1.0,9,0.8091572571363239,9,0.6,0,0.5995163724554224,2,9.0,0.8091572571363239
9,0.946864494555869,9,0.8840864737694392,9,1.0,9,0.9233168810257308,9,0.66,6,0.9994675477467718,4,9.0,1.0
9,0.958951541356614,9,0.9781896149645014,9,1.0,9,0.9904131251655778,9,0.98,6,0.9575767956138284,9,9.0,1.0
9,0.9587109620347214,9,0.9442598336726165,9,1.0,9,0.987296334118152,9,0.98,6,0.999594915115604,9,9.0,1.0
9,0.9553994124675004,9,0.9784902877277768,9,1.0,9,0.971777646895284,9,1.0,6,0.9618864444240344,9,9.0,1.0
9,0.7766093075179268,9,0.5071008824121341,9,1.0,9,0.4742202706742388,9,0.9,6,0.9967300461207136,9,9.0,1.0
9,0.9208117512860052,9,0.9705770362403284,9,1.0,9,0.9850502304433468,9,0.97,6,0.995860011548385,9,9.0,1.0
9,0.930163477038747,9,0.9049990183741208,9,1.0,9,0.9804101970334256,9,0.96,1,0.3694485168433976,9,9.0,1.0
9,0.9276769517122008,9,0.9061338019473092,9,1.0,9,0.9860627860612028,9,0.95,6,0.5086227449085793,9,9.0,1.0
7,0.9498137193966496,7,0.9990737945426575,7,1.0,7,1.0,7,0.8,7,1.0,7,7.0,1.0
9,0.911561819334099,9,0.9627718243201344,9,1.0,9,0.9839633230322564,9,0.97,0,0.9675692110886984,9,9.0,1.0
9,0.8258977715157203,9,0.8845063222655868,9,1.0,9,0.9329445426392752,9,0.9,6,0.8777618443412775,9,9.0,1.0
9,0.8405145202717093,9,0.8246809084022042,9,1.0,9,0.8557511425523217,9,0.85,6,0.9994204949366292,9,9.0,1.0
9,0.6885159332719063,9,0.9292897948323314,9,1.0,9,0.968049894700591,9,0.71,6,0.9996992104247842,9,9.0,1.0
9,0.9212660792452,9,0.9675873701738998,9,1.0,9,0.9062347370670548,9,0.83,6,0.9964661453870696,9,9.0,1.0
9,0.9458228900078964,9,0.9912487936062075,9,1.0,9,0.9880321890224368,9,0.98,6,0.9773976730692118,9,9.0,1.0
9,0.8950350395233783,9,0.9584699122911272,2,1.0,9,0.8011675413399353,9,0.98,6,0.9969392815645536,9,9.0,0.98
9,0.9310480383199076,9,0.9708561937480276,9,1.0,9,0.9762043424210614,9,0.89,5,0.7045066147583048,9,9.0,1.0
9,0.941345164076927,9,0.945041931105667,9,1.0,9,0.9826616045241644,9,1.0,5,0.3543414697462786,9,9.0,1.0
9,0.9602225057066222,9,0.980026548275977,9,1.0,9,0.929386394002123,9,0.99,6,0.997528166084659,9,9.0,1.0
9,0.9381992302031432,9,0.9568521794241508,9,1.0,9,0.993160706039677,9,0.97,6,0.9996620899621752,9,9.0,1.0
9,0.9283359515109229,9,0.9594195910222854,9,1.0,9,0.9699791623924644,9,0.95,6,0.9995946030878312,9,9.0,1.0
9,0.743955089744392,9,0.8902571899268877,9,1.0,9,0.8538495668924472,9,0.82,6,0.9997000334789168,9,9.0,1.0
9,0.9441638033687716,9,0.957033152603774,9,1.0,9,0.998449828236814,9,0.93,6,0.9997488598570812,9,9.0,1.0
9,0.8888370616185745,9,0.9463714416243122,9,1.0,9,0.9753018171632332,9,0.97,6,0.9773808356088058,9,9.0,1.0
9,0.8244516532205062,9,0.8569312876153874,2,1.0,9,0.9360085474766964,9,0.89,6,0.9997179298839014,9,9.0,0.9360085474766964
9,0.8557435760291533,9,0.8161266906155126,9,1.0,9,0.9076088112945654,9,0.81,6,0.9390030133162176,9,9.0,1.0
9,0.8813330994706042,9,0.9107566663507984,9,1.0,9,0.9387283868479837,9,0.9,0,0.3087455733506459,9,9.0,1.0
9,0.9577409862827648,9,0.9854085189216713,9,1.0,9,0.980071183425808,9,1.0,6,0.9976830212282358,9,9.0,1.0
9,0.8687002721886153,9,0.8906648316197636,9,1.0,9,0.9628410710079774,9,0.94,6,0.8862798238878218,9,9.0,1.0
9,0.9542328804414618,9,0.9737410596894688,9,1.0,9,0.9605110144422576,9,0.96,6,0.9995656963440442,9,9.0,1.0
9,0.949968366970873,9,0.9722117240256224,9,1.0,9,0.9490939330616768,9,0.95,6,0.9983563772333544,9,9.0,1.0
9,0.951721533193228,9,0.973871956319406,5,1.0,9,0.9769748139249574,9,0.99,6,0.9979267724857548,9,9.0,0.99
9,0.94997200062899,9,0.9821515756442142,5,1.0,9,0.9927580292099936,9,0.98,6,0.8726740059583314,9,9.0,0.9927580292099936
9,0.8809758369105937,9,0.8620223473411183,2,1.0,9,0.5130250881382027,9,0.84,6,0.998661468216704,9,9.0,0.8809758369105937
9,0.8816501513718106,9,0.7876916093563024,4,1.0,9,0.9715245839941626,9,0.83,6,0.9988784435710754,4,9.0,0.9715245839941626
9,0.964202940953742,9,0.9849418344121048,9,1.0,9,0.8730507217015713,9,0.98,6,0.9952385254427646,9,9.0,1.0
9,0.6708543944548545,9,0.8885020841121296,9,1.0,9,0.9539007380295416,4,0.71,6,0.9994406119822048,4,9.0,1.0
9,0.9344612431990004,9,0.9459366475857642,9,1.0,9,0.9895660120056854,9,0.92,6,0.9850057215435202,9,9.0,1.0
9,0.8023840127689231,9,0.915741495349537,9,1.0,9,0.9336433174435252,9,0.85,6,0.9993660065011296,6,9.0,1.0
2,0.5414522947635887,9,0.388824928106824,2,1.0,2,0.9999546626899574,2,0.45,6,0.9996053694776856,2,2.0,1.0
9,0.852973881926254,9,0.9185407364054392,9,1.0,9,0.8854635275285274,9,1.0,6,0.9208943594416424,9,9.0,1.0
9,0.950903016756287,9,0.971228864395352,9,1.0,9,0.9835755746627746,9,0.99,6,0.9816998892441084,9,9.0,1.0
9,0.9513124358827324,9,0.97049659985562,9,1.0,9,0.9816594118250208,9,0.97,3,0.5401108105735649,9,9.0,1.0
9,0.913877426050798,9,0.9393734590380628,9,1.0,9,0.9590358950853805,9,0.87,6,0.9994010929999226,9,9.0,1.0
9,0.7957556658229086,9,0.8956103934738049,9,1.0,9,0.6284752293576604,9,0.87,9,0.9865129764012748,9,9.0,1.0
9,0.9396465278319388,9,0.9601361632443411,9,1.0,9,0.9804094556547108,9,1.0,6,0.997312782218306,9,9.0,1.0
9,0.934844147225535,9,0.9659625856272472,9,1.0,9,0.9880468221980844,9,0.89,0,0.9696308074983334,9,9.0,1.0
9,0.8961611849519826,9,0.924549566901517,0,1.0,9,0.9422578630477872,9,0.76,6,0.9996283760810708,9,9.0,0.9422578630477872
9,0.8687273792112753,9,0.8815446647712384,9,1.0,9,0.7778543847234798,9,0.72,6,0.9971548053167848,9,9.0,1.0
3,0.626959118496148,8,0.5181466145599889,3,1.0,8,0.8170319072995135,3,0.82,3,0.99980751952182,8,3.0,1.0
9,0.8175064442180795,9,0.7924677410986581,2,1.0,9,0.9508209904167132,9,0.93,6,0.9274769952230042,9,9.0,0.9508209904167132
9,0.3707982189091401,1,0.6158184272154101,1,1.0,1,0.9999653201696164,1,0.56,3,0.9949429321024864,1,1.0,1.0
9,0.8767803390821086,9,0.8536680837563472,6,1.0,9,0.9045342117512386,9,0.83,6,0.9960125001479688,9,9.0,0.9045342117512386
9,0.9138937216016304,9,0.942981283250752,9,1.0,9,0.9597123258905156,9,0.96,6,0.6592934762066618,9,9.0,1.0
9,0.9469734407677955,9,0.9755899996959448,9,1.0,9,0.9857550708673049,9,0.99,0,0.9415076276945666,9,9.0,1.0
9,0.8819622625445073,9,0.9713126824881668,9,1.0,9,0.9263914699266016,9,1.0,4,0.9987392867429497,9,9.0,1.0
9,0.5800415815042653,5,0.5016010132368002,9,1.0,9,0.5852302295485802,5,0.37,6,0.9976209811561486,5,9.0,1.0
9,0.9345612138544482,9,0.982006498580306,9,1.0,9,0.9726848309440814,9,0.91,9,0.618777697480562,9,9.0,1.0
9,0.9626731037038988,9,0.9658495552404208,9,1.0,9,0.9758473506161958,9,1.0,6,0.9024914188958834,9,9.0,1.0
9,0.534415816394163,9,0.7771866488048106,1,1.0,1,0.999986804104096,1,0.82,6,0.999429223230886,1,1.0,1.0
9,0.9570652473213344,9,0.9705064776485935,9,1.0,9,0.991101152560581,9,0.99,6,0.999640071647346,9,9.0,1.0
9,0.8829061325802131,9,0.8257739717200706,9,1.0,9,0.97326879884542,9,0.98,6,0.9993378690798502,9,9.0,1.0
9,0.943659289576044,9,0.9760373505122504,0,1.0,9,0.9653813128651472,9,0.95,6,0.9909025007994072,9,9.0,0.9760373505122504
9,0.8653267233000179,9,0.9109577882154044,9,1.0,9,0.9557626158824148,9,0.97,6,0.9993463398063652,9,9.0,1.0
9,0.9437127269439576,9,0.9686926560391964,9,1.0,9,0.9750240423237236,9,0.84,6,0.9994201863610224,9,9.0,1.0
9,0.938039205889589,9,0.9219125363888914,9,1.0,9,0.9813349843578602,9,0.98,6,0.9995035365122708,9,9.0,1.0
9,0.7484817659752268,9,0.8968772497674302,9,1.0,9,0.8257791135487292,9,0.85,6,0.996025215767736,9,9.0,1.0
9,0.6789596644166461,9,0.732296154691675,4,1.0,9,0.8975236459686969,9,0.61,6,0.9417502951056024,4,9.0,0.8975236459686969
9,0.9314492255446932,9,0.9502811420153598,9,1.0,9,0.9845172836952466,9,0.98,6,0.9996704273078992,9,9.0,1.0
9,0.959606082245707,9,0.9716459551390376,9,1.0,9,0.985219000696279,9,1.0,6,0.9996906332155756,9,9.0,1.0
4,0.5331121889542352,4,0.8976239370817871,4,1.0,9,0.943137981084556,9,0.85,6,0.6097290723583935,4,4.0,1.0
9,0.9290099306096128,9,0.8945808894329853,9,1.0,9,0.951637669803152,9,0.73,6,0.999285524189844,4,9.0,1.0
9,0.9163082245188716,9,0.9564099977696175,9,1.0,9,0.9515129758789193,9,0.98,6,0.7794301225003023,9,9.0,1.0
9,0.9563056356511904,9,0.976451640031638,9,1.0,9,0.985950102657252,9,0.98,6,0.8459706011143907,9,9.0,1.0
9,0.8250266026659827,9,0.7512512117793361,9,1.0,9,0.9479363582598984,9,0.92,6,0.9752171225215568,9,9.0,1.0
9,0.8814622064776229,9,0.9378258101415106,9,1.0,9,0.9828106577507184,9,0.95,0,0.5326082197942297,9,9.0,1.0
1,0.5866893396346676,1,0.6689166231765129,1,1.0,1,0.8647116324566447,9,0.82,6,0.9984011753718728,9,1.0,1.0
9,0.8889419444251869,9,0.5860460501409339,6,1.0,9,0.9599903392822916,6,0.76,6,0.9979615639867548,6,9.0,0.9599903392822916
9,0.8793203028293564,9,0.9163186697002108,9,1.0,9,0.9663483060113276,9,0.93,6,0.9988214639999708,9,9.0,1.0
9,0.9487126923301628,9,0.9631898123360904,9,1.0,9,0.9815090677992878,9,0.81,6,0.999683733605807,9,9.0,1.0
9,0.946740635571628,9,0.96812688384501,9,1.0,9,0.9719736367350492,9,0.77,6,0.9993551678714476,5,9.0,1.0
8,0.5445834337671969,8,0.8362170011024481,3,1.0,8,0.7003409931217591,8,0.54,3,0.9998223472256342,8,8.0,0.8362170011024481
9,0.886838295211502,9,0.9503332590492972,9,1.0,9,0.986373499646059,9,0.96,6,0.999357624534347,9,9.0,1.0
9,0.935039819613095,9,0.9086502684700428,9,1.0,9,0.981977981022196,9,0.97,6,0.9989615444763842,9,9.0,1.0
9,0.9512853939993834,9,0.9724256956478992,9,1.0,9,0.9445974967302788,9,0.97,6,0.9330337761146116,9,9.0,1.0
9,0.954598786554087,9,0.9444094409926964,9,1.0,9,0.9635691322525513,9,0.96,6,0.9927035302977204,9,9.0,1.0
9,0.9432897321154432,9,0.8978056040864755,9,1.0,9,0.9350867788571028,9,0.97,6,0.9986079046255404,9,9.0,1.0
9,0.953941555979082,9,0.9799440103073358,9,1.0,9,0.9879233961972892,9,0.92,3,0.5705411239647963,9,9.0,1.0
0,0.6069114263018339,9,0.7829492820218771,9,1.0,9,0.5347124136168608,9,0.81,6,0.9997164429401052,2,9.0,1.0
9,0.8727538510977889,9,0.8781847526877298,9,1.0,9,0.971082192159166,9,0.55,6,0.999238083542308,9,9.0,1.0
9,0.8038680481635286,9,0.5789322150195533,9,1.0,2,0.5948227945049925,9,0.69,6,0.9969677218745224,2,9.0,1.0
9,0.9272564552156782,9,0.954680933259723,5,1.0,9,0.9695495264456616,9,0.9,6,0.9993341105328678,9,9.0,0.9695495264456616
9,0.9467982997899344,9,0.9710341493269298,9,1.0,9,0.9922454891040146,9,0.98,6,0.999678094228106,9,9.0,1.0
9,0.881967397121628,9,0.9605280504644268,9,1.0,9,0.939748627155332,9,1.0,6,0.9994955208428556,9,9.0,1.0
9,0.9547872843045324,9,0.9280290707081652,9,1.0,9,0.9884147022490972,9,0.99,6,0.9998120010771184,9,9.0,1.0
9,0.885698457333972,9,0.8575880982845548,9,1.0,9,0.930824599122973,9,0.69,6,0.9961928000965996,4,9.0,1.0
9,0.883669831019161,9,0.936796171155012,9,1.0,9,0.9098921563415492,9,0.78,6,0.999090537100924,9,9.0,1.0
9,0.384726888326,4,0.7570785482014311,4,1.0,9,0.9523081355692502,9,0.39,3,0.6560157391765689,4,9.0,0.9523081355692502
8,0.8916477397353619,8,0.7656518529054657,3,1.0,3,0.64674312170801,8,0.57,2,0.5443400795057218,8,8.0,0.8916477397353619
9,0.932686688699046,9,0.955492013074402,9,1.0,9,0.9729287935802212,9,0.98,6,0.9955472686486398,9,9.0,1.0
9,0.8859809793312244,9,0.9228027995853376,9,1.0,9,0.9657116064774598,9,0.96,6,0.9978254821204808,9,9.0,1.0
9,0.9313302704289472,9,0.9473862558001048,9,1.0,9,0.9378402323029504,9,0.99,6,0.9984000957812188,9,9.0,1.0
9,0.9373319498388976,9,0.946702693184881,9,1.0,9,0.992073505513821,9,0.79,6,0.9977088668831036,9,9.0,1.0
9,0.9487509521764246,9,0.9705724476345494,9,1.0,9,0.9760661032652168,9,0.88,6,0.999558684478296,9,9.0,1.0
9,0.9540958584147704,9,0.9752917677653262,9,1.0,9,0.9866186784088852,9,0.98,6,0.911514077093416,9,9.0,1.0
9,0.9383208303945172,9,0.980233370706648,9,1.0,9,0.991411393895294,9,0.94,3,0.4510108561400971,9,9.0,1.0
9,0.8718447274074163,9,0.917366427858022,9,1.0,9,0.394348712935701,9,0.86,6,0.995944227834026,9,9.0,1.0
9,0.9074122246799186,9,0.9274337891653928,0,1.0,9,0.9154468865655728,9,0.96,9,0.8126945751060423,9,9.0,0.96
9,0.9635029044656818,9,0.9857002863962248,9,1.0,9,0.971675093753233,9,0.98,6,0.9782561313789934,9,9.0,1.0
9,0.9462287767918316,9,0.972232038609644,9,1.0,9,0.9718462601442378,9,1.0,6,0.9458839552535544,9,9.0,1.0
7,0.8623506038306251,7,0.9963362330547666,7,1.0,4,0.5776941233500507,7,0.76,6,0.9945694107665608,7,7.0,1.0
9,0.7816022883093204,2,0.6073588228393094,0,1.0,9,0.7376656656232886,9,0.89,6,0.8429548722938824,9,9.0,0.89
3,0.6687045874920255,3,0.7800741726642115,3,1.0,3,0.6749482001383157,3,0.91,3,0.9999703373430068,3,3.0,1.0
9,0.8415084408362699,9,0.8891801415500009,9,1.0,9,0.8786420881562832,9,0.93,6,0.9206501036693828,9,9.0,1.0
9,0.942309381173945,9,0.9724867856963144,9,1.0,9,0.9318201811867034,9,0.99,9,0.5436756557431268,9,9.0,1.0
9,0.9744457094123362,9,0.976694309608288,9,1.0,9,0.878761094708974,9,0.96,6,0.9989965423326156,9,9.0,1.0
5,0.9588409043800414,5,0.9969338085144176,5,1.0,5,0.9999998913289336,5,1.0,5,0.9999999844474134,5,5.0,1.0
5,0.9924258802580226,5,0.9844169038028328,5,1.0,5,0.9962838940291148,5,0.59,5,0.9995333573556572,5,5.0,1.0
9,0.7610272466794237,9,0.9391166860414228,9,1.0,9,0.903270579124718,9,0.74,6,0.9996905884445484,9,9.0,1.0
9,0.9477914230212984,9,0.9749557845062462,9,1.0,9,0.9409682293564052,9,0.98,6,0.9164426649898544,9,9.0,1.0
9,0.902063082785516,9,0.9263977808241888,9,1.0,9,0.9503672144763532,9,0.91,6,0.998577355833484,9,9.0,1.0
9,0.9239021822148096,9,0.9622699080744672,9,1.0,9,0.9857229225250984,9,0.92,6,0.999463211815242,9,9.0,1.0
9,0.9032250014970458,9,0.9066000528865772,9,1.0,9,0.9413347335882084,9,1.0,6,0.9988288680992972,9,9.0,1.0
9,0.9745472561660397,9,0.9885366030892349,9,1.0,9,0.9569632768405668,9,0.93,6,0.9328116597964772,9,9.0,1.0
9,0.6019483712377964,9,0.582852499910238,9,1.0,9,0.9067451360212126,9,0.66,6,0.9977037309073666,4,9.0,1.0
9,0.8582616698612214,9,0.8868157315066468,9,1.0,9,0.9487784652649092,9,0.95,6,0.8755620285116388,9,9.0,1.0
9,0.5894604585961942,9,0.8943553339923447,4,1.0,9,0.8686955458094371,9,0.56,6,0.8600808827456679,4,9.0,0.8943553339923447
9,0.9553874264795756,9,0.9741625961829166,9,1.0,9,0.9854862108471684,9,0.99,3,0.6061938601085716,9,9.0,1.0
1,0.9241419984057913,1,0.5956071191404692,1,1.0,1,0.9999643339157012,9,0.57,6,0.9975965259714122,1,1.0,1.0
9,0.8916105474781051,9,0.9089177753378797,9,1.0,9,0.9905255458467246,9,0.98,6,0.9199214186220454,9,9.0,1.0
9,0.8975422172578282,9,0.8920563120491477,9,1.0,9,0.9597226097421294,9,0.98,6,0.9995193766950408,9,9.0,1.0
9,0.950958550821077,9,0.9673959589917414,9,1.0,9,0.9908226658410962,9,0.98,6,0.9970027770078952,9,9.0,1.0
9,0.9518905857138664,9,0.958338718484636,9,1.0,9,0.9260958647457644,9,0.96,6,0.9966032980322816,9,9.0,1.0
9,0.960436521236944,9,0.9807631024436212,9,1.0,9,0.9848238532062186,9,0.98,6,0.8298791899768554,9,9.0,1.0
9,0.9447886124850788,9,0.954561400691446,9,1.0,9,0.9891528102337496,9,0.98,6,0.9991352262114578,9,9.0,1.0
9,0.9313128216261825,9,0.9050063700211092,9,1.0,9,0.7365347193741159,0,0.81,6,0.8706758311015338,0,9.0,1.0
9,0.9007481401744504,9,0.951590783449472,9,1.0,9,0.9899254574069112,9,0.93,6,0.9997158156635108,9,9.0,1.0
9,0.8603132013969221,9,0.8936678475280097,9,1.0,9,0.8915122723101493,9,0.78,6,0.9972091543713828,9,9.0,1.0
9,0.9571433961804366,9,0.9722463692279236,9,1.0,9,0.9822321157521132,9,0.95,6,0.9992327098872557,9,9.0,1.0
9,0.9459336542200538,9,0.965202455255432,9,1.0,9,0.9865714713790422,9,0.98,5,0.4521742888522796,9,9.0,1.0
